,0,1,2,3,4,5,6,7,8,9,10,11,12,vintage,cz,scen_year,scenario,year,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2_9_1_4,0.0,475.63,0.01,0.0,7.67,0.0,4246.45,1.05,0.0,0.0,0.0,0.17,3.67,new,4c,ssp126,2035,RefBldgMediumOffice,88963.01,2336.95,56931.16,17561.3,12072.18,692679.95,816710.53,16.16,218071.4,507864.45,184815.49,33255.9,26.68,84.75,196344.47,151283.69,45060.79
2_9_1_5,0.0,222.2,0.0,0.0,0.0,55.0,7546.22,0.0,0.0,0.0,0.0,11.69,0.04,new,4c,ssp126,2035,RefBldgMidriseApartment,0.0,50561.7,17737.99,7129.3,132382.14,220897.81,378311.42,14.6,89321.22,168910.51,51987.3,37333.92,23.53,58.2,85506.89,72577.46,12929.43
2_9_2_4,0.0,461.33,0.02,0.0,7.33,0.0,4246.36,1.14,0.0,0.0,0.0,0.19,3.55,new,4c,ssp126,2050,RefBldgMediumOffice,87524.09,2235.31,60651.65,17589.13,11970.55,694989.35,809703.18,16.38,215814.62,511057.89,183931.46,31883.15,26.47,85.23,196928.82,152101.78,44827.04
2_9_2_5,0.0,206.09,0.0,0.0,0.0,69.33,7546.22,0.0,0.0,0.0,0.0,14.59,0.04,new,4c,ssp126,2050,RefBldgMidriseApartment,0.0,49038.13,18671.79,7287.49,130858.57,221989.8,375194.13,14.83,88261.07,169914.48,52075.33,36185.75,23.46,59.0,85542.68,72579.57,12963.11
2_9_3_4,0.0,460.34,0.02,0.0,7.33,0.0,4246.22,1.28,0.0,0.0,0.0,0.22,3.5,new,4c,ssp126,2065,RefBldgMediumOffice,87081.22,2144.37,62158.06,17611.21,11879.61,696074.97,808065.72,16.48,215270.83,512348.28,183726.69,31544.13,26.39,85.35,197317.75,152607.61,44710.14
2_9_3_5,0.0,209.84,0.0,0.0,0.0,84.33,7546.22,0.0,0.0,0.0,0.0,18.15,0.04,new,4c,ssp126,2065,RefBldgMidriseApartment,0.0,48584.45,19160.41,7380.98,130404.89,222571.92,374350.79,14.93,87963.26,170362.98,52208.94,35754.32,23.46,59.35,85664.33,72666.47,12997.86
2_9_4_4,0.0,462.31,0.02,0.0,7.67,0.0,4245.87,1.63,0.0,0.0,0.0,0.3,3.59,new,4c,ssp126,2080,RefBldgMediumOffice,87687.1,2285.25,61948.67,17625.15,12020.49,696485.4,806789.18,16.44,214947.03,513140.38,183345.02,31602.01,26.32,85.3,197597.76,152969.6,44628.15
2_9_4_5,0.0,212.84,0.0,0.0,0.0,102.67,7546.22,0.0,0.0,0.0,0.0,23.6,0.04,new,4c,ssp126,2080,RefBldgMidriseApartment,0.0,49389.31,19238.4,7414.13,131209.75,222683.05,373799.6,14.89,87797.12,170500.73,52182.32,35614.8,23.43,59.44,85889.94,72880.61,13009.34
2_9_5_4,0.0,476.15,0.01,0.0,8.5,0.0,4246.87,0.63,0.0,0.0,0.0,0.13,3.83,new,4c,ssp245,2035,RefBldgMediumOffice,90035.74,2610.89,55090.05,17599.16,12346.13,691949.43,837108.83,16.02,223924.93,504032.66,187916.77,36008.17,27.16,83.92,196400.55,150443.21,45957.34
2_9_5_5,0.0,223.58,0.0,0.0,0.0,38.33,7546.22,0.0,0.0,0.0,0.0,7.94,0.04,new,4c,ssp245,2035,RefBldgMidriseApartment,0.0,52277.66,17282.3,7120.25,134098.1,220433.07,387717.34,14.42,92235.19,167844.2,52588.87,39646.32,23.86,57.02,85710.27,72615.21,13095.06
2_9_6_4,0.0,446.62,0.02,0.0,7.67,0.0,4246.21,1.29,0.0,0.0,0.0,0.22,3.52,new,4c,ssp245,2050,RefBldgMediumOffice,87322.06,2115.86,61415.01,17672.93,11851.1,695634.48,828526.11,16.44,221064.66,508623.39,187011.09,34053.58,26.88,84.6,197386.0,151735.42,45650.58
2_9_6_5,0.0,194.85,0.0,0.0,0.0,77.17,7546.22,0.0,0.0,0.0,0.0,16.31,0.04,new,4c,ssp245,2050,RefBldgMidriseApartment,0.0,49224.21,19043.9,7417.83,131044.65,222492.26,383858.99,14.85,90911.99,169552.59,52939.66,37972.33,23.79,58.23,85781.91,72579.66,13202.25
2_9_7_4,0.0,423.29,0.03,0.0,7.0,0.0,4245.43,2.07,0.0,0.0,0.0,0.46,3.26,new,4c,ssp245,2065,RefBldgMediumOffice,84871.88,1730.71,67902.28,17752.16,11465.95,699750.8,821206.25,16.81,218657.49,513266.53,186484.26,32173.23,26.65,85.29,198471.66,152963.0,45508.67
2_9_7_5,0.0,175.12,0.0,0.0,0.0,133.5,7546.22,0.0,0.0,0.0,0.0,35.17,0.04,new,4c,ssp245,2065,RefBldgMidriseApartment,0.0,46455.98,20896.17,7730.56,128276.43,224657.26,380367.48,15.24,89702.38,171266.64,53390.61,36311.76,23.77,59.52,85949.93,72591.99,13357.95
2_9_8_4,0.0,407.19,0.04,0.0,6.67,0.0,4245.15,2.35,0.0,0.0,0.0,0.53,3.03,new,4c,ssp245,2080,RefBldgMediumOffice,82255.27,1511.14,71905.98,17783.43,11246.38,701169.16,820364.13,17.09,218266.25,514380.24,186788.91,31477.34,26.64,85.58,198767.46,153166.86,45600.6
2_9_8_5,0.0,160.91,0.0,0.0,0.0,148.67,7546.22,0.0,0.0,0.0,0.0,39.41,0.04,new,4c,ssp245,2080,RefBldgMidriseApartment,0.0,43808.78,21900.44,7875.99,125629.22,225806.94,379951.68,15.52,89474.32,172070.49,53736.45,35737.87,23.8,60.06,85820.18,72354.83,13465.36
2_9_9_4,0.0,458.28,0.02,0.0,7.33,0.0,4246.43,1.07,0.0,0.0,0.0,0.18,3.57,new,4c,ssp585,2035,RefBldgMediumOffice,88292.39,2138.0,58391.73,17629.81,11873.23,693538.41,831248.54,16.29,222018.98,506326.84,187211.57,34807.41,26.99,84.32,196670.59,150973.64,45696.96
2_9_9_5,0.0,208.5,0.0,0.0,0.0,59.0,7546.22,0.0,0.0,0.0,0.0,12.18,0.04,new,4c,ssp585,2035,RefBldgMidriseApartment,0.0,49833.7,18221.62,7243.94,131654.14,221496.09,385032.82,14.7,91351.24,168802.05,52694.03,38657.21,23.79,57.68,85578.98,72455.62,13123.36
2_9_10_4,0.0,409.62,0.04,0.0,6.67,0.0,4245.31,2.19,0.0,0.0,0.0,0.5,3.14,new,4c,ssp585,2050,RefBldgMediumOffice,83426.14,1583.98,70372.2,17772.8,11319.22,700795.62,824120.83,16.99,219324.62,513663.14,187132.48,32192.14,26.7,85.32,198694.23,153033.38,45660.84
2_9_10_5,0.0,160.36,0.0,0.0,0.0,143.5,7546.22,0.0,0.0,0.0,0.0,36.46,0.04,new,4c,ssp585,2050,RefBldgMidriseApartment,0.0,44911.08,21508.37,7823.72,126731.52,225362.61,381808.93,15.41,90071.73,171688.97,53673.64,36398.09,23.82,59.59,85866.59,72438.33,13428.26
2_9_11_4,0.0,366.64,0.08,0.0,5.67,0.33,4243.35,4.15,0.0,0.0,0.0,0.73,2.76,new,4c,ssp585,2065,RefBldgMediumOffice,78490.94,1185.21,84160.29,17976.15,10920.44,709851.87,815208.08,17.75,216102.13,523056.59,186795.27,29306.86,26.31,86.44,201229.82,155701.27,45528.54
2_9_11_5,0.0,126.62,0.0,0.0,0.0,275.33,7545.98,0.25,0.0,0.0,0.0,88.86,0.03,new,4c,ssp585,2065,RefBldgMidriseApartment,0.0,40287.85,25656.77,8588.02,122108.29,230275.31,377613.44,16.19,88457.14,175433.38,54841.93,33615.21,23.82,62.0,86545.75,72758.66,13787.09
2_9_12_4,0.0,319.95,0.12,0.0,4.67,1.0,4241.03,6.47,0.0,0.0,0.0,1.38,2.33,new,4c,ssp585,2080,RefBldgMediumOffice,72880.59,819.01,101470.21,18225.06,10554.25,721800.35,804494.0,18.66,212277.92,535939.44,185860.91,26417.01,25.75,87.56,204493.41,159242.27,45251.14
2_9_12_5,0.0,94.49,0.07,0.0,0.0,550.83,7538.46,7.76,0.0,0.0,0.0,205.39,0.03,new,4c,ssp585,2080,RefBldgMidriseApartment,0.0,35083.01,31101.27,9604.41,116903.45,236736.2,372685.96,17.12,86621.31,180498.86,56237.34,30383.97,23.76,64.92,87552.16,73359.38,14192.78
2_10_0_4,0.0,412.5,0.29,0.0,21.33,0.17,4241.94,5.56,0.0,0.0,0.0,1.15,10.92,new,5a,historical,2020,RefBldgMediumOffice,141272.59,50293.45,76913.12,20101.12,60324.27,767627.27,1007985.1,13.58,273723.72,539396.22,228231.05,45492.67,29.73,83.38,210834.96,150558.32,60276.64
2_10_0_5,0.0,189.9,0.0,0.0,0.0,9.0,7546.22,0.0,0.0,0.0,0.0,4.68,0.08,new,5a,historical,2020,RefBldgMidriseApartment,23.96,145175.37,27413.41,11340.01,230182.62,234849.87,490413.34,11.74,122517.75,167334.31,67515.55,55002.19,28.75,55.11,103154.97,85119.28,18035.68
2_10_1_4,0.0,323.6,0.47,0.0,18.0,1.33,4237.82,9.68,0.0,0.0,0.0,2.01,9.61,new,5a,ssp126,2035,RefBldgMediumOffice,129189.09,41278.97,111510.24,20610.77,51309.78,790650.55,963861.39,15.51,259123.13,567514.63,223135.91,35987.22,28.22,86.11,215885.69,156997.98,58887.71
2_10_1_5,0.0,134.33,0.02,0.0,0.0,272.67,7541.22,5.0,0.0,0.0,0.0,110.25,0.07,new,5a,ssp126,2035,RefBldgMidriseApartment,18.65,128440.97,41662.16,13202.48,213448.22,250955.78,467919.14,13.75,114704.08,179480.27,71475.5,43228.58,28.48,62.31,104660.7,85498.42,19162.28
2_10_2_4,0.0,310.19,0.48,0.0,18.0,3.67,4236.75,10.75,0.0,0.0,0.0,2.2,9.44,new,5a,ssp126,2050,RefBldgMediumOffice,127747.21,40081.89,118026.31,20730.16,50112.7,795844.12,955867.99,15.83,256371.99,573950.95,221893.17,34478.81,27.88,86.55,217135.94,158573.93,58562.01
2_10_2_5,0.0,122.74,0.33,0.0,0.0,346.0,7533.99,12.23,0.0,0.0,0.0,155.93,0.07,new,5a,ssp126,2050,RefBldgMidriseApartment,19.1,126392.91,44192.99,13549.17,211400.16,253833.75,463777.48,14.07,113274.09,181913.36,71920.38,41353.7,28.33,63.49,105089.81,85798.08,19291.73
2_10_3_4,0.0,306.43,0.51,0.0,17.33,8.33,4236.29,11.21,0.0,0.0,0.0,2.73,9.21,new,5a,ssp126,2065,RefBldgMediumOffice,126634.19,39116.62,120953.73,20783.77,49147.43,797712.14,948008.62,15.99,253986.36,577133.25,220578.88,33407.47,27.65,86.85,217500.83,159289.71,58211.12
2_10_3_5,0.0,119.67,0.6,0.0,0.0,383.17,7530.41,15.81,0.0,0.0,0.0,176.79,0.07,new,5a,ssp126,2065,RefBldgMidriseApartment,17.2,124616.5,45319.34,13677.35,209623.75,255086.38,459899.65,14.25,112069.28,183098.5,71987.88,40081.4,28.22,64.24,105109.85,85799.49,19310.36
2_10_4_4,0.0,303.26,0.54,0.0,17.5,10.33,4236.3,11.2,0.0,0.0,0.0,3.29,9.25,new,5a,ssp126,2080,RefBldgMediumOffice,126591.06,39084.37,122581.49,20839.49,49115.17,799352.48,945621.84,16.04,253299.08,578989.28,220363.2,32935.89,27.57,87.0,217963.44,159809.43,58154.01
2_10_4_5,0.0,114.1,0.9,0.0,0.0,408.5,7526.82,19.25,0.15,0.0,0.0,196.08,0.07,new,5a,ssp126,2080,RefBldgMidriseApartment,17.61,124591.68,45954.4,13773.49,209598.93,255817.98,458620.23,14.3,111652.61,183687.99,72129.99,39522.61,28.2,64.6,105312.78,85960.88,19351.9
2_10_5_4,0.0,323.09,0.43,0.0,18.67,2.17,4238.28,9.22,0.0,0.0,0.0,2.05,9.52,new,5a,ssp245,2035,RefBldgMediumOffice,130431.03,41553.89,108960.71,20558.63,51584.71,789290.82,958617.78,15.4,257649.33,567081.16,222209.66,35439.67,28.15,86.24,215453.77,156751.71,58702.06
2_10_5_5,0.0,127.84,0.0,0.0,0.0,205.17,7545.75,0.48,0.0,0.0,0.0,72.64,0.07,new,5a,ssp245,2035,RefBldgMidriseApartment,19.46,129572.21,40294.3,13086.28,214579.46,249472.52,465110.23,13.63,113973.83,178930.48,70542.04,43431.79,28.28,61.89,104422.69,85513.13,18909.55
2_10_6_4,0.0,298.18,0.53,0.0,17.67,2.67,4235.33,12.17,0.0,0.0,0.0,2.39,9.28,new,5a,ssp245,2050,RefBldgMediumOffice,126941.57,38956.19,120296.96,20773.52,48986.99,797352.49,950243.12,15.99,254535.1,576160.41,221192.09,33343.02,27.74,86.9,217335.25,158877.96,58457.29
2_10_6_5,0.0,110.32,0.16,0.0,0.0,357.0,7536.68,9.54,0.0,0.0,0.0,149.68,0.07,new,5a,ssp245,2050,RefBldgMidriseApartment,17.73,124686.64,45393.8,13781.86,209693.89,255265.87,460793.33,14.24,112371.57,183300.38,71965.49,40406.08,28.19,64.04,105163.89,85846.62,19317.27
2_10_7_4,0.0,279.62,0.56,0.0,17.17,8.67,4233.87,13.63,0.0,0.0,0.0,2.93,9.05,new,5a,ssp245,2065,RefBldgMediumOffice,124281.2,37115.36,130725.54,20998.79,47146.17,805345.98,939592.69,16.51,250951.79,585781.84,219564.14,31387.65,27.26,87.49,219275.69,161255.36,58020.32
2_10_7_5,0.0,96.47,1.15,0.0,0.0,540.0,7524.3,21.73,0.2,0.0,0.0,232.12,0.08,new,5a,ssp245,2065,RefBldgMidriseApartment,16.43,121108.85,49810.85,14377.3,206116.1,260277.05,455394.67,14.79,110493.72,187432.28,72844.78,37648.94,27.99,65.93,105909.91,86344.75,19565.16
2_10_8_4,0.0,270.64,0.64,0.0,16.5,14.33,4232.07,15.43,0.0,0.0,0.0,4.11,8.76,new,5a,ssp245,2080,RefBldgMediumOffice,122027.53,35558.59,136603.67,21128.91,45589.4,809100.55,937752.94,16.8,250195.4,589805.37,219295.18,30900.22,27.1,87.65,220103.65,162159.44,57944.21
2_10_8_5,0.0,94.03,2.1,0.0,0.0,645.33,7515.67,30.1,0.45,0.0,0.0,286.93,0.07,new,5a,ssp245,2080,RefBldgMidriseApartment,14.86,117975.19,52195.1,14677.49,202982.44,262959.93,454432.68,15.08,110101.79,189571.66,73388.28,36713.51,27.91,66.65,106095.74,86377.84,19717.9
2_10_9_4,0.0,309.73,0.43,0.0,18.17,2.0,4237.59,9.91,0.0,0.0,0.0,2.07,9.32,new,5a,ssp585,2035,RefBldgMediumOffice,128280.76,39717.08,111803.99,20579.28,49747.89,790004.47,952061.22,15.66,255649.86,568961.2,221043.28,34606.59,27.98,86.46,215381.73,156983.03,58398.71
2_10_9_5,0.0,116.72,0.0,0.0,0.0,247.5,7544.94,1.28,0.0,0.0,0.0,86.82,0.06,new,5a,ssp585,2035,RefBldgMidriseApartment,18.6,126393.1,41794.25,13258.3,211400.34,251143.63,461808.28,13.91,112929.58,180491.28,70652.35,42277.23,28.13,62.56,104327.19,85377.18,18950.01
2_10_10_4,0.0,270.46,0.52,0.0,16.5,4.17,4232.73,14.77,0.0,0.0,0.0,2.62,8.7,new,5a,ssp585,2050,RefBldgMediumOffice,121924.76,35626.29,130270.86,20915.9,45657.1,802451.96,942658.17,16.59,251986.5,582146.34,220305.63,31680.88,27.45,87.43,218260.73,160037.27,58223.47
2_10_10_5,0.0,89.93,0.75,0.0,0.0,517.0,7527.47,18.75,0.0,0.0,0.0,219.23,0.06,new,5a,ssp585,2050,RefBldgMidriseApartment,14.59,117867.52,49842.93,14333.92,202874.77,260263.92,456942.37,14.86,110962.66,187286.42,72977.5,37985.16,28.04,65.77,105333.4,85730.72,19602.68
2_10_11_4,0.0,234.83,0.66,0.0,15.17,43.0,4226.05,21.45,0.0,0.0,0.0,13.48,8.19,new,5a,ssp585,2065,RefBldgMediumOffice,115706.59,31967.04,153102.08,21820.7,41997.85,819969.81,934679.64,17.63,248552.36,600422.38,219547.43,29004.93,26.78,88.33,222643.41,164615.15,58028.26
2_10_11_5,0.0,68.47,9.23,0.0,0.0,978.5,7478.6,61.68,5.94,0.0,0.0,511.95,0.05,new,5a,ssp585,2065,RefBldgMidriseApartment,12.78,109799.25,59506.34,15632.27,194806.5,271223.87,452827.41,15.91,109185.13,195896.42,75327.45,33857.68,27.77,68.99,106922.04,86666.66,20255.38
2_10_12_4,0.0,198.3,2.32,0.0,13.5,99.33,4212.31,35.19,0.0,0.0,0.0,69.55,7.46,new,5a,ssp585,2080,RefBldgMediumOffice,109253.96,28413.38,182252.09,23829.65,38444.19,844676.14,923786.55,18.83,244082.8,626262.31,218413.83,25668.96,25.86,89.48,228973.41,171219.41,57754.0
2_10_12_5,0.0,49.71,39.88,0.0,0.0,1588.5,7369.01,140.18,35.77,1.26,0.0,1060.29,0.06,new,5a,ssp585,2080,RefBldgMidriseApartment,11.13,101538.48,71658.96,17278.16,186545.73,285020.73,447320.34,17.13,106910.97,207126.05,77894.68,29016.29,27.33,72.86,109192.36,88235.32,20957.04
2_11_0_4,0.0,492.18,0.0,0.0,14.33,0.0,4247.45,0.05,0.0,0.0,0.0,0.69,7.92,new,5b,historical,2020,RefBldgMediumOffice,94811.02,21276.26,60082.25,21997.14,31269.04,706188.91,1118118.73,14.29,303633.54,465152.55,241036.36,62597.18,34.13,79.38,206958.0,140842.04,66115.96
2_11_0_5,0.0,326.46,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.88,0.06,new,5b,historical,2020,RefBldgMidriseApartment,0.97,92755.62,20531.97,10390.46,177354.5,226980.71,520341.18,12.16,131250.46,159970.6,67010.11,64240.35,29.52,51.06,97014.75,78556.11,18458.64
2_11_1_4,0.0,395.78,0.0,0.0,11.33,0.0,4246.19,1.31,0.0,0.0,0.0,1.42,6.48,new,5b,ssp126,2035,RefBldgMediumOffice,85353.26,16090.61,76892.29,22428.88,26083.37,713972.93,1066181.54,15.89,287500.26,477773.84,236199.1,51301.17,33.08,82.16,208189.86,143468.58,64721.28
2_11_1_5,0.0,239.56,0.0,0.0,0.0,21.5,7546.22,0.0,0.0,0.0,0.0,6.34,0.04,new,5b,ssp126,2035,RefBldgMidriseApartment,0.0,79323.2,27126.03,11360.8,163922.08,234544.15,494473.04,13.85,122677.54,166330.72,68213.42,54464.12,29.08,55.6,96781.72,77983.25,18798.48
2_11_2_4,0.0,381.45,0.0,0.0,11.33,0.5,4245.9,1.6,0.0,0.0,0.0,1.51,6.38,new,5b,ssp126,2050,RefBldgMediumOffice,84374.33,15514.5,80301.95,22536.02,25507.26,716510.8,1058957.69,16.16,285051.9,481128.75,235382.04,49669.86,32.85,82.58,208782.44,144301.32,64481.12
2_11_2_5,0.0,226.7,0.0,0.0,0.0,35.67,7546.22,0.0,0.0,0.0,0.0,9.16,0.05,new,5b,ssp126,2050,RefBldgMidriseApartment,0.0,77778.95,28413.27,11577.23,162377.83,236047.81,490963.06,14.13,121444.72,167639.55,68408.25,53036.46,28.98,56.33,96932.56,78081.5,18851.06
2_11_3_4,0.0,378.5,0.0,0.0,10.83,0.17,4245.81,1.69,0.0,0.0,0.0,1.56,6.34,new,5b,ssp126,2065,RefBldgMediumOffice,83385.28,15149.2,81562.78,22575.14,25141.96,716821.7,1055706.35,16.28,284057.74,481732.91,235088.79,48968.94,32.8,82.76,208792.98,144394.31,64398.67
2_11_3_5,0.0,224.64,0.0,0.0,0.0,39.5,7546.22,0.0,0.0,0.0,0.0,10.9,0.05,new,5b,ssp126,2065,RefBldgMidriseApartment,0.0,76529.16,28931.57,11635.47,161128.03,236624.35,489318.39,14.26,120906.98,168031.48,68592.87,52314.11,28.99,56.73,96871.72,77967.53,18904.19
2_11_4_4,0.0,381.08,0.0,0.0,10.67,0.17,4245.69,1.81,0.0,0.0,0.0,1.62,6.33,new,5b,ssp126,2080,RefBldgMediumOffice,83143.04,14976.47,81533.35,22552.42,24969.23,716527.31,1055159.79,16.3,283914.67,481552.54,234974.78,48939.89,32.79,82.76,208681.52,144309.25,64372.27
2_11_4_5,0.0,228.69,0.0,0.0,0.0,42.67,7546.22,0.0,0.0,0.0,0.0,11.08,0.05,new,5b,ssp126,2080,RefBldgMidriseApartment,0.0,76118.76,28868.73,11600.4,160717.63,236526.44,489040.57,14.28,120821.82,168002.93,68523.5,52298.32,28.97,56.71,96775.7,77888.06,18887.64
2_11_5_4,0.0,393.54,0.0,0.0,12.0,0.0,4246.19,1.31,0.0,0.0,0.0,1.4,6.68,new,5b,ssp245,2035,RefBldgMediumOffice,85638.81,16716.14,77005.19,22528.33,26708.91,714470.82,1081857.26,15.89,291682.27,475846.18,238624.64,53057.63,33.4,81.81,208438.41,143033.09,65405.32
2_11_5_5,0.0,238.62,0.0,0.0,0.0,15.67,7546.22,0.0,0.0,0.0,0.0,5.48,0.05,new,5b,ssp245,2035,RefBldgMidriseApartment,0.24,79973.52,27101.97,11404.54,164572.4,234564.05,502134.22,13.83,124951.71,165895.89,68668.15,56283.56,29.27,54.96,96900.81,77976.45,18924.37
2_11_6_4,0.0,367.15,0.01,0.0,11.0,0.5,4245.3,2.2,0.0,0.0,0.0,1.72,6.33,new,5b,ssp245,2050,RefBldgMediumOffice,82739.49,15511.48,82594.47,22746.27,25504.24,717378.73,1080207.32,16.38,290589.84,478343.76,239034.97,51554.87,33.32,82.26,209022.5,143520.48,65502.03
2_11_6_5,0.0,217.73,0.0,0.0,0.0,36.33,7546.22,0.0,0.0,0.0,0.0,9.98,0.05,new,5b,ssp245,2050,RefBldgMidriseApartment,0.07,76194.66,29391.81,11778.06,160793.54,237227.25,501338.27,14.31,124448.23,167642.43,69584.82,54863.41,29.33,55.91,96988.08,77808.07,19180.01
2_11_7_4,0.0,347.05,0.02,0.0,10.67,1.0,4243.68,3.82,0.0,0.0,0.0,2.07,6.18,new,5b,ssp245,2065,RefBldgMediumOffice,80719.01,14779.83,87740.35,22923.66,24772.6,720681.52,1074476.04,16.8,288500.92,481974.44,238707.07,49793.85,33.12,82.74,209814.13,144423.15,65390.98
2_11_7_5,0.0,200.9,0.0,0.0,0.0,59.33,7546.22,0.0,0.0,0.0,0.0,16.02,0.05,new,5b,ssp245,2065,RefBldgMidriseApartment,0.09,73602.63,31490.03,12146.08,158201.51,239693.5,498521.15,14.74,123391.7,169474.24,70219.27,53172.44,29.3,56.91,97235.46,77878.34,19357.13
2_11_8_4,0.0,333.54,0.02,0.0,10.33,2.5,4242.25,5.25,0.0,0.0,0.0,2.41,5.93,new,5b,ssp245,2080,RefBldgMediumOffice,78971.71,13969.26,91030.61,23015.48,23962.02,722316.3,1071529.41,17.08,287401.19,483663.45,238652.85,48748.34,33.04,83.04,210123.43,144755.05,65368.39
2_11_8_5,0.0,189.73,0.0,0.0,0.0,80.67,7546.22,0.0,0.0,0.0,0.0,21.65,0.05,new,5b,ssp245,2080,RefBldgMidriseApartment,0.01,71212.16,32861.0,12364.4,155811.04,241282.71,497076.52,15.03,122832.45,170618.73,70663.99,52168.46,29.29,57.53,97266.3,77784.22,19482.08
2_11_9_4,0.0,379.69,0.01,0.0,11.33,0.17,4245.81,1.69,0.0,0.0,0.0,1.55,6.51,new,5b,ssp585,2035,RefBldgMediumOffice,84795.29,16404.99,79334.58,22605.26,26397.75,716033.63,1079408.44,16.08,290824.42,477338.72,238694.92,52129.51,33.34,82.08,208819.34,143398.81,65420.53
2_11_9_5,0.0,225.09,0.0,0.0,0.0,18.5,7546.22,0.0,0.0,0.0,0.0,6.37,0.04,new,5b,ssp585,2035,RefBldgMidriseApartment,0.16,78889.4,28015.38,11583.95,163488.27,235656.8,501054.44,14.02,124554.5,166682.38,68974.42,55580.07,29.27,55.38,97021.85,78011.35,19010.5
2_11_10_4,0.0,338.17,0.02,0.0,10.33,1.17,4243.45,4.05,0.0,0.0,0.0,2.08,6.14,new,5b,ssp585,2050,RefBldgMediumOffice,80042.9,14575.55,88282.58,22930.69,24568.31,720554.67,1073586.17,16.86,288332.12,481604.7,238949.97,49382.15,33.16,82.87,209735.77,144265.45,65470.32
2_11_10_5,0.0,189.81,0.0,0.0,0.0,58.67,7546.22,0.0,0.0,0.0,0.0,15.81,0.05,new,5b,ssp585,2050,RefBldgMidriseApartment,0.01,72796.78,31738.54,12191.47,157395.65,239987.32,498121.42,14.8,123292.93,169612.22,70375.1,52917.83,29.32,57.08,97174.85,77771.66,19403.19
2_11_11_4,0.0,300.65,0.04,0.0,9.67,2.67,4238.93,8.57,0.0,0.0,0.0,3.22,5.6,new,5b,ssp585,2065,RefBldgMediumOffice,75220.23,12873.71,99210.31,23330.86,22866.47,727059.9,1069929.65,17.73,286280.34,487656.7,239403.21,46877.14,32.93,83.63,211253.36,145681.5,65571.86
2_11_11_5,0.0,159.74,0.0,0.0,0.0,187.0,7546.22,0.0,0.0,0.0,0.0,41.63,0.04,new,5b,ssp585,2065,RefBldgMidriseApartment,0.0,66741.23,36361.08,12989.26,151340.11,245407.65,496305.44,15.68,122302.95,173441.18,71966.47,50336.48,29.33,58.84,97662.3,77812.1,19850.2
2_11_12_4,0.0,258.18,0.11,0.0,7.83,4.0,4232.51,14.99,0.0,0.0,0.0,5.0,4.95,new,5b,ssp585,2080,RefBldgMediumOffice,70162.6,11193.08,113993.28,23869.7,21185.84,737324.08,1066303.59,18.68,284130.72,496988.91,240335.17,43795.56,32.6,84.59,213804.68,148004.46,65800.22
2_11_12_5,0.0,123.46,0.0,0.0,0.0,622.83,7546.22,0.0,0.0,0.0,0.0,117.23,0.04,new,5b,ssp585,2080,RefBldgMidriseApartment,0.0,60665.68,42612.78,14126.9,145264.55,252796.99,494566.92,16.64,121270.35,178641.82,74155.17,47115.19,29.33,61.15,98710.27,78249.72,20460.55
2_12_0_4,0.0,542.47,0.05,0.0,25.17,0.83,4242.62,4.88,0.0,0.0,0.0,1.18,13.7,new,6a,historical,2020,RefBldgMediumOffice,179604.72,81500.18,63950.29,20521.83,92161.01,793377.81,1006070.55,11.32,274980.16,566616.95,226760.86,48219.29,28.58,82.46,383282.53,282682.49,100600.04
2_12_0_5,0.0,271.93,0.0,0.0,0.0,10.17,7546.22,0.0,0.0,0.0,0.0,2.62,0.11,new,6a,historical,2020,RefBldgMidriseApartment,114.46,194796.0,24270.03,12399.13,286562.11,232841.82,492431.75,9.49,124483.5,166712.99,66128.83,58354.67,28.4,53.12,158210.82,128641.79,29569.03
2_12_1_4,0.0,457.7,0.06,0.0,22.0,1.0,4238.72,8.78,0.0,0.0,0.0,1.66,12.03,new,6a,ssp126,2035,RefBldgMediumOffice,167118.71,68745.4,90287.54,20690.08,79406.21,807397.3,930726.08,13.04,252126.28,590950.78,216446.52,35679.75,26.81,85.85,387159.85,291222.88,95936.97
2_12_1_5,0.0,214.6,0.0,0.0,0.0,195.0,7545.94,0.28,0.0,0.0,0.0,51.65,0.09,new,6a,ssp126,2035,RefBldgMidriseApartment,94.75,175332.42,35165.31,13591.64,267098.52,244909.91,453853.93,11.33,112010.14,177591.26,67318.64,44691.5,27.49,60.1,160345.3,130197.26,30148.04
2_12_2_4,0.0,443.54,0.07,0.0,22.17,4.0,4236.69,10.81,0.0,0.0,0.0,2.27,12.03,new,6a,ssp126,2050,RefBldgMediumOffice,164627.88,66850.78,95170.13,20794.8,77511.6,809893.79,924750.47,13.32,250098.85,594228.76,215665.03,34433.82,26.63,86.23,387916.99,292366.64,95550.34
2_12_2_5,0.0,205.43,0.0,0.0,0.0,269.17,7544.07,2.15,0.0,0.0,0.0,73.84,0.08,new,6a,ssp126,2050,RefBldgMidriseApartment,89.04,171860.54,37329.52,13835.11,263626.64,247311.88,450858.46,11.63,110961.22,179487.93,67823.94,43137.28,27.42,61.12,160827.33,130458.19,30369.14
