,drybulb_C,relhum_percent,atmos_Pa,dewpoint_C,glohorrad_Whm2,dayofyear,hour,hourly_clearness,daily_clearness,rise_set,row_number,persisted_index,local_solar_time,zenith,solar_alt,difhorrad_Whm2,dirnorrad_Whm2,totskycvr_tenths,opaqskycvr_tenths,windspd_ms
104,-4.9,100.0,96992.4704483596,-4.9,27,5,8,0.25471698113207547,0.36373507057546145,Neither,104,0.16304347826086957,7.774200450207856,89.94138134014082,0.058618659859178024,25,0.0,10,10,2.1436663276502887
105,-4.4,98.73346246277364,96892.4704483596,-4.6,90,5,9,0.32608695652173914,0.36373507057546145,Neither,105,0.3055763123482159,8.774200450207857,82.07814719113917,7.921852808860834,80,72.55718824410687,10,9,2.4499043744574727
106,-3.8,92.5626210588503,96892.4704483596,-4.8,144,5,10,0.3564356435643564,0.36373507057546145,Neither,106,0.3848008004366018,9.774200450207857,75.74981926894279,14.250180731057213,125,77.1867147650284,10,8,2.8582217702003847
107,-3.3,87.62594793571161,96892.4704483596,-5.1,212,5,11,0.4435146443514644,0.36373507057546145,Neither,107,0.3916324559285197,10.774200450207857,71.41883938973396,18.58116061026604,168,138.08355104675968,10,7,3.164459817007569
108,-3.1,85.15761137414226,96892.4704483596,-5.2,210,5,12,0.4268292682926829,0.36373507057546145,Neither,108,0.43364073024748107,11.774200450207857,69.49069027041713,20.509309729582867,169,117.02263403250203,10,8,3.368618514879025
109,-2.9,82.68927481257293,96792.4704483596,-5.4,189,5,13,0.42376681614349776,0.36373507057546145,Neither,109,0.33003270994809075,12.774200450207857,70.17594689604952,19.824053103950476,156,97.30699137525944,10,9,3.470697863814753
110,-2.7,80.22093825100359,96792.4704483596,-5.6,80,5,14,0.23323615160349853,0.36373507057546145,Sunset,110,0.42376681614349776,13.774200450207857,73.39732279871617,16.602677201283825,74,20.998613886090393,10,10,3.674856561686209
111,-2.9,83.9234430933576,96692.4704483596,-5.2,45,5,15,0.2356020942408377,0.36373507057546145,Neither,111,0.2647662239498974,14.774200450207857,78.82544001380852,11.174559986191483,42,15.479973911286049,10,10,3.879015259557665
112,-3.1,87.62594793571161,96692.4704483596,-4.9,8,5,16,0.2962962962962963,0.36373507057546145,Neither,112,0.11780104712041885,15.774200450207857,86.00937508579963,3.9906249142003674,7,14.36921063186197,10,10,3.981094608493393
113,-3.3,91.32845277806562,96692.4704483596,-4.5,0,5,17,0.0,0.36373507057546145,Neither,113,0.14814814814814814,16.774200450207857,94.49784068024483,-4.497840680244835,0,-0.0,10,10,4.1852533063648485
114,-3.3,88.86011621649628,96592.4704483596,-4.9,0,5,18,0.0,0.36373507057546145,Neither,114,0.0,17.774200450207857,103.89607627201804,-13.896076272018036,0,-0.0,10,10,4.1852533063648485
115,-3.3,86.39177965492694,96492.4704483596,-5.2,0,5,19,0.0,0.36373507057546145,Neither,115,0.0,18.774200450207857,113.86654897049493,-23.866548970494932,0,-0.0,10,10,4.1852533063648485
116,-3.3,83.9234430933576,96392.4704483596,-5.6,0,5,20,0.0,0.36373507057546145,Neither,116,0.0,19.774200450207857,124.09427816721113,-34.09427816721113,0,-0.0,10,10,4.1852533063648485
117,-3.3,83.9234430933576,96292.4704483596,-5.6,0,5,21,0.0,0.36373507057546145,Neither,117,0.0,20.774200450207857,134.217321849099,-44.217321849098994,0,-0.0,10,10,4.1852533063648485
118,-3.3,83.9234430933576,96292.4704483596,-5.6,0,5,22,0.0,0.36373507057546145,Neither,118,0.0,21.774200450207857,143.68379759695722,-53.68379759695722,0,-0.0,10,10,4.1852533063648485
119,-3.3,83.9234430933576,96192.4704483596,-5.6,0,5,23,0.0,0.36373507057546145,Neither,119,0.0,22.774200450207857,151.4387786720333,-61.438778672033294,0,-0.0,10,10,4.1852533063648485
120,-3.5,92.5626210588503,96092.4704483596,-4.5,0,6,0,0.0,0.34937163375224417,Neither,120,0.0,-0.23292263360344118,155.51541086808288,-65.51541086808288,0,-0.0,10,10,4.899808748914945
121,-3.6,99.96763074355832,95992.4704483596,-3.6,0,6,1,0.0,0.34937163375224417,Neither,121,0.0,0.7670773663965589,154.01238995502018,-64.01238995502018,0,-0.0,10,10,5.614364191465041
122,-3.8,100.0,95792.4704483596,-3.8,0,6,2,0.0,0.34937163375224417,Neither,122,0.0,1.7670773663965589,147.72656112773566,-57.726561127735664,0,-0.0,10,10,6.328919634015138
123,-3.6,100.0,95692.4704483596,-3.6,0,6,3,0.0,0.34937163375224417,Neither,123,0.0,2.767077366396559,138.8999438393488,-48.89994383934879,0,-0.0,10,10,7.043475076565235
